,PlanningArea,Subzone,PlanningRegion,Total,young,old,EconomicallyActive,Young,Old,EconomicallyActive,Year
1563,Rochor,Mackenzie,Central Region,100,0,0,0,0,0,0,2013
1564,Rochor,Mount Emily,Central Region,1020,220,70,720,21.78196255,6.930624449,71.28642291,2013
1565,Rochor,Rochor Canal,Central Region,10,0,0,0,0,0,0,2013
1566,Rochor,Selegie,Central Region,260,60,50,160,22.22139921,18.51783267,59.25706455,2013
1567,Rochor,Sungei Road,Central Region,2420,570,490,1360,23.55362168,20.24785022,56.19811488,2013
1568,Rochor,Victoria,Central Region,2120,340,470,1330,15.88777623,21.96251419,62.14924229,2013
1569,Seletar,Pulau Punggol Barat,NA,0,0,0,0,0,0,0,2013
1570,Seletar,Pulau Punggol Timor,NA,0,0,0,0,0,0,0,2013
1571,Seletar,Seletar,NA,290,80,20,180,28.5704082,7.14260205,64.28341845,2013
1572,Seletar,Seletar Aerospace Park,NA,20,0,0,0,0,0,0,2013
1573,Sembawang,Admiralty,North Region,13340,4300,1010,8030,32.2338589,7.571208717,60.19485743,2013
1574,Sembawang,Sembawang Central,North Region,29580,9580,1880,18140,32.36485393,6.351349206,61.28376308,2013
1575,Sembawang,Sembawang East,North Region,110,40,30,60,30.76686409,23.07514807,46.15029613,2013
1576,Sembawang,Sembawang North,North Region,26620,8750,1500,16370,32.87001019,5.63485889,61.49509335,2013
1577,Sembawang,Sembawang Springs,North Region,4210,1300,580,2350,30.73278787,13.71155151,55.55542422,2013
1578,Sembawang,Sembawang Straits,North Region,1680,560,170,940,33.53273334,10.17957976,56.2870881,2013
1579,Sembawang,Senoko North,North Region,20,0,0,0,0,0,0,2013
1580,Sembawang,Senoko South,North Region,20,0,0,0,0,0,0,2013
1581,Sembawang,The Wharves,North Region,0,0,0,0,0,0,0,2013
1582,Sengkang,Anchorvale,North East Region,31720,10420,2060,19260,32.82922721,6.490231099,60.68051018,2013
1583,Sengkang,Compassvale,North East Region,16170,5110,940,10140,31.56267353,5.806049533,62.63121518,2013
1584,Sengkang,Fernvale,North East Region,29340,9140,2160,18040,31.15200029,7.361960681,61.48600495,2013
1585,Sengkang,Lorong Halus North,North East Region,0,0,0,0,0,0,0,2013
1586,Sengkang,Rivervale,North East Region,59220,19100,4330,35800,32.2471666,7.310483317,60.4423332,2013
1587,Sengkang,Sengkang Town Centre,North East Region,55460,18060,3670,33720,32.5698769,6.618574099,60.81153096,2013
1588,Sengkang,Sengkang West,North East Region,10,0,0,0,0,0,0,2013
1589,Serangoon,Lorong Chuan,North East Region,8440,2670,1090,4700,31.56024638,12.88414553,55.55548989,2013
1590,Serangoon,Seletar Hills,North East Region,13090,3870,1840,7380,29.56453051,14.05652097,56.37887213,2013
1591,Serangoon,Serangoon Central,North East Region,26860,6680,3550,16660,24.84193944,13.20192889,61.95609448,2013
1592,Serangoon,Serangoon Garden,North East Region,39860,10280,6090,23470,25.80320637,15.28614074,58.91062778,2013
1593,Serangoon,Serangoon North,North East Region,17940,5810,1420,10720,32.36766999,7.910859103,59.7214152,2013
1594,Serangoon,Serangoon North Ind Estate,North East Region,20,0,0,0,0,0,0,2013
1595,Serangoon,Upper Paya Lebar,North East Region,15880,4250,2140,9500,26.74636454,13.4675812,59.78599132,2013
1596,Simpang,Pulau Seletar,NA,0,0,0,0,0,0,0,2013
1597,Simpang,Simpang North,NA,0,0,0,0,0,0,0,2013
1598,Simpang,Simpang South,NA,0,0,0,0,0,0,0,2013
1599,Simpang,Tanjong Irau,NA,0,0,0,0,0,0,0,2013
1600,Singapore River,Boat Quay,Central Region,170,20,30,120,11.76401388,17.64602082,70.58408329,2013
1601,Singapore River,Clarke Quay,Central Region,140,30,10,100,21.42704093,7.142346975,71.42346975,2013
1602,Singapore River,Robertson Quay,Central Region,2280,560,150,1570,24.56129578,6.578918514,68.85934711,2013
1603,Southern Islands,Sentosa,Central Region,1400,420,70,920,29.78702279,4.964503798,65.2477642,2013
1604,Southern Islands,Southern Group,Central Region,0,0,0,0,0,0,0,2013
1605,Straits View,Straits View,NA,0,0,0,0,0,0,0,2013
1606,Sungei Kadut,Gali Batu,North Region,30,0,0,0,0,0,0,2013
1607,Sungei Kadut,Kranji,North Region,20,0,0,0,0,0,0,2013
1608,Sungei Kadut,Pang Sua,North Region,20,0,0,0,0,0,0,2013
1609,Sungei Kadut,Reservoir View,North Region,20,0,0,0,0,0,0,2013
1610,Sungei Kadut,Turf Club,North Region,670,160,120,370,24.61500592,18.46125444,56.9222012,2013
1611,Tampines,Simei,East Region,43450,13150,3920,26400,30.25074068,9.017711291,60.73152502,2013
1612,Tampines,Tampines East,East Region,136810,41220,13170,82440,30.12497039,9.625081515,60.24994078,2013
1613,Tampines,Tampines North,East Region,0,0,0,0,0,0,0,2013
1614,Tampines,Tampines West,East Region,76600,23460,6900,46260,30.61863344,9.005480422,60.37587309,2013
1615,Tampines,Xilin,East Region,1950,610,140,1210,31.12229019,7.1428207,61.73437891,2013
1616,Tanglin,Chatsworth,Central Region,5460,1370,600,3490,25.09152914,10.98899086,63.91929685,2013
1617,Tanglin,Nassim,Central Region,8080,2400,960,4710,29.7397401,11.89589604,58.36423995,2013
1618,Tanglin,Ridout,Central Region,1390,370,220,830,26.05615453,15.49284864,58.4502926,2013
1619,Tanglin,Tyersall,Central Region,3460,1010,470,1990,29.10654436,13.54462955,57.3485379,2013
1620,Tengah,Tengah,NA,10,0,0,0,0,0,0,2013
1621,Toa Payoh,Bidadari,Central Region,10,0,0,0,0,0,0,2013
1622,Toa Payoh,Boon Teck,Central Region,15430,3780,3070,8580,24.49771581,19.896293,55.60592637,2013
1623,Toa Payoh,Braddell,Central Region,10880,2760,1810,6300,25.390961,16.65131863,57.95762837,2013
1624,Toa Payoh,Joo Seng,Central Region,6820,1670,1120,4040,24.45091588,16.39821904,59.15071867,2013
1625,Toa Payoh,Kim Keat,Central Region,8710,2140,1380,5210,24.51314489,15.80754203,59.67919853,2013
1626,Toa Payoh,Lorong 8 Toa Payoh,Central Region,8410,1970,1610,4840,23.3966468,19.12111743,57.482117,2013
1627,Toa Payoh,Pei Chun,Central Region,12000,2930,2110,6970,24.39631607,17.56867813,58.03492254,2013
1628,Toa Payoh,Potong Pasir,Central Region,13020,2940,1930,8160,22.56329811,14.811961,62.62466414,2013
1629,Toa Payoh,Sennett,Central Region,4410,1110,900,2420,25.05637685,20.31598123,54.62741619,2013
1630,Toa Payoh,Toa Payoh Central,Central Region,30940,8150,4480,18340,26.31578098,14.46560721,59.21857952,2013
1631,Toa Payoh,Toa Payoh West,Central Region,13660,2770,2940,7960,20.26333558,21.50693379,58.22965748,2013
1632,Toa Payoh,Woodleigh,Central Region,2440,750,180,1500,30.86407052,7.407376924,61.72814104,2013
1633,Tuas,Tengeh,NA,0,0,0,0,0,0,0,2013
1634,Tuas,Tuas Bay,NA,20,0,0,0,0,0,0,2013
1635,Tuas,Tuas North,NA,20,0,0,0,0,0,0,2013
1636,Tuas,Tuas Promenade,NA,10,0,0,0,0,0,0,2013
1637,Tuas,Tuas View,NA,10,0,0,0,0,0,0,2013
1638,Tuas,Tuas View Extension,NA,0,0,0,0,0,0,0,2013
1639,Western Islands,Jurong Island And Bukom,NA,0,0,0,0,0,0,0,2013
1640,Western Islands,Semakau,NA,0,0,0,0,0,0,0,2013
1641,Western Islands,Sudong,NA,0,0,0,0,0,0,0,2013
1642,Western Water Catchment,Western Water Catchment,NA,960,360,80,530,37.11301945,8.247337656,54.63861197,2013
1643,Woodlands,Greenwood Park,North Region,50,0,0,0,0,0,0,2013
1644,Woodlands,Midview,North Region,35880,13150,2220,20530,36.62951626,6.183842289,57.1866136,2013
1645,Woodlands,North Coast,North Region,15000,4280,1770,8980,28.47636163,11.77643927,59.74713257,2013
1646,Woodlands,Senoko West,North Region,20,0,0,0,0,0,0,2013
1647,Woodlands,Woodgrove,North Region,35720,12710,2290,20730,35.57233821,6.409178167,58.01845563,2013
1648,Woodlands,Woodlands East,North Region,94870,33280,4950,56640,35.07957889,5.21766573,59.70274484,2013
1649,Woodlands,Woodlands Regional Centre,North Region,0,0,0,0,0,0,0,2013
1650,Woodlands,Woodlands South,North Region,36140,12710,2140,21290,35.16877832,5.921415074,58.90977894,2013
1651,Woodlands,Woodlands West,North Region,32510,9900,3340,19260,30.46152909,10.27691991,59.26152023,2013
1652,Yishun,Khatib,North Region,11220,3060,1080,7100,27.22417507,9.608532377,63.16720359,2013
1653,Yishun,Lower Seletar,North Region,1150,480,100,590,41.02529038,8.546935496,50.42691943,2013
1654,Yishun,Nee Soon,North Region,870,250,120,510,28.40876808,13.63620868,57.95388689,2013
1655,Yishun,Northland,North Region,31310,9190,2650,19490,29.33289839,8.458343933,62.20872576,2013
1656,Yishun,Springleaf,North Region,3910,1200,530,2200,30.53427345,13.48597077,55.97950132,2013
1657,Yishun,Yishun Central,North Region,1550,440,160,970,28.0252992,10.19101789,61.78304597,2013
1658,Yishun,Yishun East,North Region,44400,14380,2920,27110,32.38008728,6.575094219,61.04479598,2013
1659,Yishun,Yishun South,North Region,39940,11390,3940,24600,28.52491146,9.867265247,61.60779824,2013
1660,Yishun,Yishun West,North Region,58460,15860,6030,36570,27.12965667,10.31474336,62.55558287,2013
1661,Ang Mo Kio,Ang Mo Kio Town Centre,North East Region,4880,1400,560,2920,28.6884658,11.47538632,59.83594296,2012
1662,Ang Mo Kio,Cheng San,North East Region,30910,7270,4130,19500,23.52750048,13.36569147,63.10677569,2012
1663,Ang Mo Kio,Chong Boon,North East Region,29010,6640,4640,17730,22.88865119,15.99447915,61.11683519,2012
1664,Ang Mo Kio,Kebun Bahru,North East Region,25010,6020,3930,15070,24.06074178,15.70742777,60.23179047,2012
1665,Ang Mo Kio,Sembawang Hills,North East Region,6910,2210,990,3710,31.98258758,14.32704149,53.69022621,2012
1666,Ang Mo Kio,Shangri-La,North East Region,18290,4530,2860,10920,24.74056541,15.61987132,59.63950866,2012
1667,Ang Mo Kio,Tagore,North East Region,8200,2570,930,4690,31.37969307,11.35529749,57.26488734,2012
1668,Ang Mo Kio,Townsville,North East Region,24290,5690,3990,14610,23.42526825,16.42650621,60.14818438,2012
1669,Ang Mo Kio,Yio Chu Kang,North East Region,30,0,0,0,0,0,0,2012
1670,Ang Mo Kio,Yio Chu Kang East,North East Region,3970,1220,450,2320,30.57636447,11.27816722,58.14521768,2012
1671,Ang Mo Kio,Yio Chu Kang North,North East Region,0,0,0,0,0,0,0,2012
1672,Ang Mo Kio,Yio Chu Kang West,North East Region,27200,7490,3050,16670,27.5266345,11.20911018,61.26421857,2012
1673,Bedok,Bayshore,East Region,7260,2080,580,4600,28.65009828,7.988969712,63.36079427,2012
1674,Bedok,Bedok North,East Region,89290,23820,11910,53590,26.66815644,13.33407822,59.99775414,2012
1675,Bedok,Bedok Reservoir,East Region,24250,7310,2160,14790,30.13189195,8.90354126,60.96452557,2012
1676,Bedok,Bedok South,East Region,51990,14100,7630,30270,27.1153794,14.6730741,58.21152727,2012
1677,Bedok,Frankel,East Region,32780,9460,4410,18890,28.87667006,13.46153435,57.66176506,2012
1678,Bedok,Kaki Bukit,East Region,42530,12730,4080,25720,29.9318058,9.593226054,60.47494463,2012
1679,Bedok,Kembangan,East Region,38730,10240,5410,23090,26.43262095,13.96489056,59.60246267,2012
1680,Bedok,Siglap,East Region,7240,1830,1350,4090,25.17190485,18.56943801,56.25851959,2012
1681,Bishan,Bishan East,Central Region,29770,8240,3380,18170,27.6602794,11.34608548,60.99360155,2012
1682,Bishan,Marymount,Central Region,31960,10200,2790,18980,31.90490087,8.726928769,59.36813908,2012
1683,Bishan,Upper Thomson,Central Region,31060,8580,4520,17940,27.64174367,14.56185098,57.79637313,2012
1684,Boon Lay,Liu Fang,NA,10,0,0,0,0,0,0,2012
1685,Boon Lay,Samulun,NA,10,0,0,0,0,0,0,2012
1686,Boon Lay,Shipyard,NA,0,0,0,0,0,0,0,2012
1687,Boon Lay,Tukang,NA,10,0,0,0,0,0,0,2012
1688,Bukit Batok,Brickworks,West Region,0,0,0,0,0,0,0,2012
1689,Bukit Batok,Bukit Batok Central,West Region,26610,7820,2410,16390,29.37639768,9.05333995,61.5702248,2012
1690,Bukit Batok,Bukit Batok East,West Region,15080,4090,1380,9650,27.05024666,9.126978091,63.82270911,2012
1691,Bukit Batok,Bukit Batok South,West Region,14290,4770,870,8640,33.40333795,6.092432708,60.50415931,2012
1692,Bukit Batok,Bukit Batok West,West Region,15670,4580,1390,9730,29.17195594,8.853497546,61.97448282,2012
1693,Bukit Batok,Gombak,West Region,9370,2630,1030,5690,28.12831216,11.016031,60.85554989,2012
1694,Bukit Batok,Guilin,West Region,13480,3970,1100,8420,29.429185,8.154182243,62.41655862,2012
1695,Bukit Batok,Hillview,West Region,18380,6110,1420,10860,33.22456051,7.721583621,59.05380149,2012
1696,Bukit Batok,Hong Kah North,West Region,29430,8790,2320,18300,29.88778311,7.888470626,62.22371227,2012
1697,Bukit Merah,Alexandra Hill,Central Region,16090,4100,2630,9360,25.48164979,16.34554609,58.17274197,2012
1698,Bukit Merah,Alexandra North,Central Region,930,270,60,620,28.42075347,6.315722992,65.26247092,2012
1699,Bukit Merah,Bukit Ho Swee,Central Region,16360,3460,3110,9810,21.12330823,18.9865574,59.89007333,2012
1700,Bukit Merah,Bukit Merah,Central Region,1240,330,210,720,26.19026833,16.66653439,57.14240363,2012
1701,Bukit Merah,City Terminals,Central Region,20,0,0,0,0,0,0,2012
1702,Bukit Merah,Depot Road,Central Region,4130,1010,600,2510,24.51450361,14.56307145,60.92218223,2012
1703,Bukit Merah,Everton Park,Central Region,8800,1870,1560,5380,21.22585559,17.70713087,61.06690004,2012
1704,Bukit Merah,Henderson Hill,Central Region,13900,3360,2680,7840,24.20747535,19.30834344,56.48410916,2012
1705,Bukit Merah,Kampong Tiong Bahru,Central Region,10730,2310,1990,6440,21.50835986,18.52884681,59.96270022,2012
1706,Bukit Merah,Maritime Square,Central Region,2370,600,170,1610,25.20997811,7.142827131,67.64677459,2012
1707,Bukit Merah,Redhill,Central Region,12100,3160,1800,7150,26.09411553,14.86373669,59.0420652,2012
1708,Bukit Merah,Singapore General Hospital,Central Region,20,0,0,0,0,0,0,2012
1709,Bukit Merah,Telok Blangah Drive,Central Region,16440,3770,2800,9890,22.90399581,17.01092527,60.08501817,2012
1710,Bukit Merah,Telok Blangah Rise,Central Region,14260,3230,2480,8560,22.63488253,17.37910485,59.98594255,2012
1711,Bukit Merah,Telok Blangah Way,Central Region,11000,2420,1960,6600,22.04005279,17.85062127,60.10923487,2012
1712,Bukit Merah,Tiong Bahru,Central Region,10860,2270,1920,6680,20.88314546,17.66327722,61.45348532,2012
1713,Bukit Merah,Tiong Bahru Station,Central Region,16840,4390,2500,9950,26.06886813,14.84559689,59.0854756,2012
1714,Bukit Panjang,Bangkit,West Region,24870,7530,2530,14830,30.25310155,10.16472071,59.58213757,2012
1715,Bukit Panjang,Dairy Farm,West Region,3800,1220,360,2250,31.85370273,9.399453265,58.74658291,2012
1716,Bukit Panjang,Fajar,West Region,24470,8350,1760,14370,34.10946319,7.189539547,58.70095641,2012
1717,Bukit Panjang,Jelebu,West Region,34730,11170,2860,20720,32.14387564,8.230213459,59.62588212,2012
1718,Bukit Panjang,Nature Reserve,West Region,3780,1230,300,2260,32.45374023,7.915546397,59.63044952,2012
1719,Bukit Panjang,Saujana,West Region,21920,7410,1320,13180,33.820158,6.024643531,60.15515283,2012
1720,Bukit Panjang,Senja,West Region,17920,6200,1010,10740,34.54037073,5.626737812,59.83283575,2012
1721,Bukit Timah,Anak Bukit,Central Region,22320,7020,2650,12650,31.45159881,11.87275454,56.67560185,2012
1722,Bukit Timah,Coronation Road,Central Region,6110,1950,860,3290,31.96716071,14.09833754,53.93433781,2012
1723,Bukit Timah,Farrer Court,Central Region,3700,960,660,2080,25.94587582,17.83778963,56.21606428,2012
1724,Bukit Timah,Hillcrest,Central Region,8890,2830,1150,4940,31.72642183,12.89236223,55.38110383,2012
1725,Bukit Timah,Holland Road,Central Region,9900,3290,1040,5580,33.1987556,10.49443946,56.30670403,2012
1726,Bukit Timah,Leedon Park,Central Region,6120,1690,790,3620,27.70487261,12.95079844,59.34416501,2012
1727,Bukit Timah,Swiss Club,Central Region,5380,1680,680,3040,31.1110535,12.59256927,56.29619204,2012
1728,Bukit Timah,Ulu Pandan,Central Region,10720,3300,1360,6070,30.75486416,12.6747319,56.57031075,2012
1729,Central Water Catchment,Central Water Catchment,NA,10,0,0,0,0,0,0,2012
1730,Changi,Changi Airport,East Region,0,0,0,0,0,0,0,2012
1731,Changi,Changi Point,East Region,800,180,120,500,22.49971875,14.9998125,62.49921876,2012
1732,Changi,Changi West,East Region,1740,740,80,940,42.04521565,4.545428719,53.40878745,2012
1733,Changi Bay,Changi Bay,NA,0,0,0,0,0,0,0,2012
1734,Choa Chu Kang,Choa Chu Kang Central,West Region,21080,7250,1430,12400,34.39277306,6.783677996,58.82350151,2012
1735,Choa Chu Kang,Choa Chu Kang North,West Region,33950,13060,1750,19160,38.44567605,5.15160284,56.40269167,2012
1736,Choa Chu Kang,Keat Hong,West Region,16180,5750,1030,9400,35.5376789,6.365879873,58.09637942,2012
1737,Choa Chu Kang,Peng Siang,West Region,31770,10640,2160,18980,33.48016568,6.796725363,59.72307749,2012
1738,Choa Chu Kang,Teck Whye,West Region,27000,8540,2590,15880,31.61790758,9.589037546,58.79301785,2012
1739,Choa Chu Kang,Yew Tee,West Region,44900,15440,2440,27010,34.39518058,5.435507811,60.16928934,2012
1740,Clementi,Clementi Central,West Region,13830,3420,1980,8440,24.7109648,14.30634804,60.9826149,2012
1741,Clementi,Clementi North,West Region,28460,6130,4940,17390,21.53899454,17.35768891,61.10328141,2012
1742,Clementi,Clementi West,West Region,16860,4290,2040,10530,25.44482477,12.09963695,62.45547897,2012
1743,Clementi,Clementi Woods,West Region,16210,4160,2190,9860,25.66315505,13.51017057,60.82661269,2012
1744,Clementi,Faber,West Region,4410,1410,460,2540,31.97271662,10.43081535,57.59624128,2012
1745,Clementi,Pandan,West Region,20,0,0,0,0,0,0,2012
1746,Clementi,Sunset Way,West Region,6470,1740,890,3850,26.85181041,13.73454671,59.41348856,2012
1747,Clementi,Toh Tuck,West Region,20,0,0,0,0,0,0,2012
1748,Clementi,West Coast,West Region,5210,1680,480,3080,32.06100752,9.160287862,58.77851378,2012
1749,Downtown Core,Anson,Central Region,40,0,0,0,0,0,0,2012
1750,Downtown Core,Bayfront Subzone,Central Region,0,0,0,0,0,0,0,2012
1751,Downtown Core,Bugis,Central Region,2500,430,570,1500,17.1999312,22.7999088,59.99976,2012
1752,Downtown Core,Cecil,Central Region,190,40,0,130,23.52802776,0,76.46609023,2012
1753,Downtown Core,Central Subzone,Central Region,360,60,0,290,17.14236736,0,82.85477558,2012
1754,Downtown Core,City Hall,Central Region,80,0,0,0,0,0,0,2012
1755,Downtown Core,Clifford Pier,Central Region,10,0,0,0,0,0,0,2012
1756,Downtown Core,Marina Centre,Central Region,20,0,0,0,0,0,0,2012
1757,Downtown Core,Maxwell,Central Region,0,0,0,0,0,0,0,2012
1758,Downtown Core,Phillip,Central Region,10,0,0,0,0,0,0,2012
1759,Downtown Core,Raffles Place,Central Region,50,0,0,0,0,0,0,2012
1760,Downtown Core,Tanjong Pagar,Central Region,490,60,90,360,11.76447521,17.64671281,70.58685124,2012
1761,Geylang,Aljunied,Central Region,42390,10680,5950,25770,25.1886733,14.03301556,60.77828755,2012
1762,Geylang,Geylang East,Central Region,33840,8890,4670,20280,26.27067782,13.80023233,59.9290603,2012
1763,Geylang,Kallang Way,Central Region,50,0,0,0,0,0,0,2012
1764,Geylang,Kampong Ubi,Central Region,13780,4210,1100,8470,30.55150178,7.982577661,61.46584799,2012
1765,Geylang,Macpherson,Central Region,29470,7630,4690,17180,25.86439801,15.8982997,58.23726839,2012
1766,Hougang,Defu Industrial Park,North East Region,30,0,0,0,0,0,0,2012
1767,Hougang,Hougang Central,North East Region,5020,1550,530,2940,30.87643252,10.55774789,58.56562039,2012
1768,Hougang,Hougang East,North East Region,19090,5720,1810,11550,29.97901993,9.486368194,60.53455947,2012
1769,Hougang,Hougang West,North East Region,52220,14960,5100,32180,28.63705424,9.762632128,61.60029449,2012
1770,Hougang,Kangkar,North East Region,25140,7140,2900,15110,28.38965074,11.53081052,60.07949897,2012
1771,Hougang,Kovan,North East Region,24960,7550,2820,14600,30.23627143,11.29354774,58.47014078,2012
1772,Hougang,Lorong Ah Soo,North East Region,33720,8780,4710,20250,26.02251748,13.95968762,60.01776526,2012
1773,Hougang,Lorong Halus,North East Region,0,0,0,0,0,0,0,2012
1774,Hougang,Tai Seng,North East Region,13550,4010,1670,7880,29.57224958,12.31562514,58.11205154,2012
1775,Hougang,Trafalgar,North East Region,44180,14020,3810,26370,31.71944984,8.619907552,59.66061999,2012
1776,Jurong East,International Business Park,West Region,10,0,0,0,0,0,0,2012
1777,Jurong East,Jurong Gateway,West Region,20,0,0,0,0,0,0,2012
1778,Jurong East,Jurong Port,West Region,0,0,0,0,0,0,0,2012
1779,Jurong East,Jurong River,West Region,10,0,0,0,0,0,0,2012
1780,Jurong East,Lakeside,West Region,1070,220,160,700,20.37018176,14.81467764,64.81421468,2012
1781,Jurong East,Penjuru Crescent,West Region,10,0,0,0,0,0,0,2012
1782,Jurong East,Teban Gardens,West Region,19520,5360,2320,11850,27.44494242,11.87915418,60.67585219,2012
1783,Jurong East,Toh Guan,West Region,17120,5300,1210,10620,30.93985351,7.063626933,61.99646118,2012
1784,Jurong East,Yuhua East,West Region,28470,7470,3300,17700,26.2381362,11.59114451,62.17068417,2012
1785,Jurong East,Yuhua West,West Region,20740,5830,2160,12740,28.12347896,10.41967659,61.45679621,2012
1786,Jurong West,Boon Lay Place,West Region,27510,8510,2560,16440,30.9341945,9.305703633,59.76006552,2012
1787,Jurong West,Boon Lay Place,North Region,27510,8510,2560,16440,30.9341945,9.305703633,59.76006552,2012
1788,Jurong West,Chin Bee,West Region,10,0,0,0,0,0,0,2012
1789,Jurong West,Chin Bee,North Region,10,0,0,0,0,0,0,2012
1790,Jurong West,Hong Kah,West Region,58170,16820,5460,35900,28.91027348,9.384666658,61.70504268,2012
1791,Jurong West,Hong Kah,North Region,58170,16820,5460,35900,28.91027348,9.384666658,61.70504268,2012
1792,Jurong West,Jurong West Central,West Region,69420,22330,3610,43480,32.16651798,5.200229732,62.63323788,2012
1793,Jurong West,Jurong West Central,North Region,69420,22330,3610,43480,32.16651798,5.200229732,62.63323788,2012
1794,Jurong West,Kian Teck,West Region,40,0,0,0,0,0,0,2012
1795,Jurong West,Kian Teck,North Region,40,0,0,0,0,0,0,2012
1796,Jurong West,Safti,West Region,0,0,0,0,0,0,0,2012
1797,Jurong West,Safti,North Region,0,0,0,0,0,0,0,2012
1798,Jurong West,Taman Jurong,West Region,35000,11310,2780,20920,32.30504647,7.940586135,59.75433883,2012
1799,Jurong West,Taman Jurong,North Region,35000,11310,2780,20920,32.30504647,7.940586135,59.75433883,2012
1800,Jurong West,Wenya,West Region,8670,2760,470,5440,31.83387332,5.420985674,62.74502567,2012
1801,Jurong West,Wenya,North Region,8670,2760,470,5440,31.83387332,5.420985674,62.74502567,2012
1802,Jurong West,Yunnan,West Region,72500,24760,4510,43230,34.15171943,6.220688797,59.62757798,2012
1803,Jurong West,Yunnan,North Region,72500,24760,4510,43230,34.15171943,6.220688797,59.62757798,2012
1804,Kallang,Bendemeer,Central Region,33940,8010,5080,20870,23.58656549,14.95877062,61.45463444,2012
1805,Kallang,Boon Keng,Central Region,11320,2670,1760,6900,23.56573383,15.53396687,60.90021103,2012
1806,Kallang,Crawford,Central Region,9950,1890,2390,5700,18.93785678,23.9478718,57.11417123,2012
1807,Kallang,Geylang Bahru,Central Region,13410,3160,2240,8010,23.56448653,16.70393982,59.73149908,2012
1808,Kallang,Kallang Bahru,Central Region,20,0,0,0,0,0,0,2012
1809,Kallang,Kampong Bugis,Central Region,890,210,110,570,23.5952405,12.35941169,64.04422422,2012
1810,Kallang,Kampong Java,Central Region,11460,2780,1800,6880,24.25826854,15.70679258,60.03485163,2012
1811,Kallang,Lavender,Central Region,10550,2490,1620,6430,23.62426601,15.37000439,61.00563472,2012
1812,Kallang,Tanjong Rhu,Central Region,11300,3060,1190,7070,27.03177824,10.5123582,62.45577522,2012
1813,Lim Chu Kang,Lim Chu Kang,NA,100,0,0,0,0,0,0,2012
1814,Mandai,Mandai East,North Region,0,0,0,0,0,0,0,2012
1815,Mandai,Mandai Estate,North Region,2120,740,190,1220,34.41844457,8.837168199,56.74392212,2012
1816,Mandai,Mandai West,North Region,0,0,0,0,0,0,0,2012
1817,Marina East,Marina East,NA,0,0,0,0,0,0,0,2012
1818,Marina South,Marina South,NA,0,0,0,0,0,0,0,2012
1819,Marine Parade,East Coast,Central Region,0,0,0,0,0,0,0,2012
1820,Marine Parade,Katong,Central Region,9700,2730,1280,5690,28.14430088,13.19586268,58.65973334,2012
1821,Marine Parade,Marina East (Mp),Central Region,0,0,0,0,0,0,0,2012
1822,Marine Parade,Marine Parade,Central Region,29140,7600,5090,16470,26.0630912,17.4554124,56.48146211,2012
1823,Marine Parade,Mountbatten,Central Region,10030,2890,1220,5930,28.78483189,12.15138232,59.06368619,2012
1824,Museum,Bras Basah,Central Region,10,0,0,0,0,0,0,2012
1825,Museum,Dhoby Ghaut,Central Region,190,50,10,140,24.99875006,4.999750012,69.99650017,2012
1826,Museum,Fort Canning,Central Region,160,40,10,100,26.66488901,6.666222252,66.66222252,2012
1827,Newton,Cairnhill,Central Region,3060,800,400,1880,25.97394164,12.98697082,61.03876286,2012
1828,Newton,Goodwood Park,Central Region,800,240,80,480,29.999625,9.999875002,59.99925001,2012
1829,Newton,Istana Negara,Central Region,30,0,0,0,0,0,0,2012
1830,Newton,Monk's Hill,Central Region,1060,310,150,620,28.70343793,13.88876029,57.40687586,2012
1831,Newton,Newton Circus,Central Region,190,60,10,130,29.99850007,4.999750012,64.99675016,2012
1832,Newton,Orange Grove,Central Region,1420,350,180,890,24.64771375,12.67596707,62.67561496,2012
1833,North-Eastern Islands,North-Eastern Islands,NA,60,0,0,0,0,0,0,2012
1834,Novena,Balestier,Central Region,32550,8130,5120,19320,24.96161346,15.71998289,59.31837294,2012
1835,Novena,Dunearn,Central Region,3780,1190,560,2030,31.4813982,14.81477562,53.70356163,2012
1836,Novena,Malcolm,Central Region,2690,850,360,1500,31.36519791,13.28408382,55.35034926,2012
1837,Novena,Moulmein,Central Region,8050,2500,740,4830,30.97889594,9.169753197,59.85122695,2012
1838,Novena,Mount Pleasant,Central Region,650,200,80,370,30.7687574,12.30750296,56.9222012,2012
1839,Orchard,Boulevard,Central Region,420,90,60,280,20.92974582,13.95316388,65.11476477,2012
1840,Orchard,Somerset,Central Region,130,30,20,90,21.42704093,14.28469395,64.28112278,2012
1841,Orchard,Tanglin,Central Region,360,100,30,240,27.02629659,8.107888976,64.86311181,2012
1842,Outram,China Square,Central Region,1670,250,360,1070,14.8808638,21.42844388,63.69009708,2012
1843,Outram,Chinatown,Central Region,11820,2750,1810,7250,23.28533168,15.32598194,61.3886017,2012
1844,Outram,Pearl's Hill,Central Region,8420,1600,1980,4830,19.02494765,23.54337272,57.43156072,2012
1845,Outram,People's Park,Central Region,430,70,80,320,14.89330014,17.02091445,68.08365779,2012
1846,Pasir Ris,Flora Drive,East Region,12420,4130,1080,7200,33.2795864,8.702652133,58.01768089,2012
1847,Pasir Ris,Loyang East,East Region,2210,690,210,1300,31.3634938,9.545411157,59.0906405,2012
1848,Pasir Ris,Loyang West,East Region,200,0,170,30,0,84.99575021,14.99925004,2012
